numero_guia;id_procedimento
41949;10101010
42529;10101010
43559;221002
43579;10101010
43589;10101010
44219;221002
44219;221003
44219;221001
44299;221001
44299;221002
44329;211114
44329;10100
44129;10101010
44209;10101010
44269;10101010
44889;10101010
44899;10101010
44979;10101010
46099;221002
46099;221003
46099;221001
45909;10101010
46259;221001
46259;221002
46269;221003
47539;221001
47539;221002
48079;221001
48079;221002
48579;221001
48579;221002
48629;221004
48649;221004
48759;211114
48769;211114
48599;211114
48599;10100
48999;10811
49749;211114
50169;10100
50169;211114
50769;221001
50769;221002
50819;221002
51969;211114
51969;10100
51979;221002
52829;221002
53639;10100
53639;211114
54079;221002
54079;221003
54089;211114
54089;10100
54109;221001
55329;10100
55329;211114
55499;221003
55499;221001
55499;221002
57069;10100
57069;211114
57369;211114
57369;10100
57389;221004
57389;221002
57919;221003
57919;221002
57939;221003
58899;221001
58899;221003
58899;221002
59209;10101010
61099;221001
61099;221002
61099;221003
61079;10101010
61479;221001
61479;221003
61479;221002
61509;221001
62509;10505
62519;10505
62969;221001
62969;221003
62969;221002
63749;221001
63749;221003
63749;221002
63789;221003
64139;10100
64139;211114
64329;221003
65629;221002
65629;221001
65629;221003
65669;221002
65669;221003
65669;221001
65559;211114
65559;10100
65569;10100
65569;211114
66119;221001
66119;221002
66179;221002
66179;221004
46679;221003
46679;221001
64389;221001
64389;221002
64389;221003
64359;10101010
65869;221003
65889;221001
65889;221003
65889;221002
66759;221001
66759;221002
67229;221001
67229;221002
67229;221003
67249;10101010
68129;221002
68129;221001
68129;221003
69219;221001
69219;221002
69219;221003
69459;10806
69809;221001
69809;221003
69809;221002
69839;10810
69849;10810
70469;221003
70679;221003
70709;221003
70709;221001
70709;221002
71699;10811
73959;221001
73959;221003
73959;221002
74119;221001
74119;221003
74119;221002
75479;221001
76059;221002
75829;10101010
76389;221003
76389;221001
76399;221003
76399;221001
78049;221002
78049;221001
79339;211113
79369;10505
79919;221002
79999;221003
80139;10100
80899;221002
80899;221001
80909;221001
81189;211114
81189;10100
81179;221001
81579;221002
81579;221001
81889;271003
82259;10902
82329;10811
82049;221003
82049;221001
82049;221002
82599;221002
82599;221003
82599;221001
83089;221001
83089;221003
83089;221002
83099;10100
83099;211114
84369;221002
84369;221001
34989;10100
37409;221003
37409;221001
37389;10100
37389;211114
38599;10100
43499;10100
48619;10100
48639;10100
54029;10100
57679;10100
57749;10100
68979;10100
75729;10100
76099;10100
8699;211114
8689;211114
15269;10100
76499;10104
76499;211114
76589;211114
76589;10100
10009;211113
10009;211114
10029;221001
10029;221002
10049;211114
10109;10102
10159;211113
10159;211114
10169;221002
10169;221001
10169;221005
11499;10101010
11509;10101010
7489;261043
11219;221001
11219;221002
27909;221002
27909;221003
27909;221001
629;251005
11209;211113
11209;211114
12949;211114
12949;211113
12959;221001
12959;221002
10449;10309
10459;221002
10459;221001
42499;11301
42499;10102
42499;211112
42499;211113
42499;211114
12099;211114
12099;251051
12109;10811
11099;221002
11099;221001
11089;211114
11089;211113
16249;211113
16249;211114
16259;10308
16269;221002
16269;221001
7379;251053
7379;251064
7619;11301
7619;10428
11949;10811
15939;221005
15949;221004
15959;11303
15979;271005
15869;221001
23179;211114
27309;20101
27609;10101010
29679;211114
29679;211112
29679;251029
29679;10100
29729;10316
30219;10301
32429;211114
32439;10304
33169;2510102
33189;211114
33199;10301
38039;261055
38059;261044
13619;211113
13619;211114
13629;221002
13629;221001
9999;10102
10149;211114
10429;10100
11079;10100
11199;10104
12939;10100
13609;10100
25999;10102
32129;10100
32249;10102
32409;10100
33179;10100
33209;10104
31789;211113
31779;11301
31779;10811
31779;20102
31769;11301
31769;211113
31769;20102
39839;10811
18479;10100
45359;251041
28319;10101010
36249;261085
37059;261088
83509;251059
83509;251002
83509;251054
25239;261084
25239;10104
25239;261028
39129;10101010
9919;221003
25639;251042
51089;2510121
18229;251088
18229;211114
26709;271009
26709;2510112
26709;271012
26709;211114
47669;211114
3189;10100
9579;10100
33159;10105
43859;10102
71129;10100
49949;271004
6039;251075
6919;271004
9019;261080
15489;271009
15499;251058
16169;271012
16359;2510128
16359;2510119
16359;271009
17399;2510130
18619;251025
18619;251041
18619;251039
18629;251041
18629;251039
18629;251025
19119;2510121
19149;251041
20069;271012
20089;271011
21189;2510106
21189;2510102
21239;251041
21369;251001
21409;251039
21409;251041
21409;251025
22879;251041
24069;251062
26629;2510128
26629;211114
26769;251041
29309;251001
29459;261080
29819;251041
30159;2510119
30159;2510135
31209;251098
33279;251001
33409;251001
33409;251041
33889;251041
33889;251019
33889;251033
33889;251025
33889;251020
0;251039
41439;2510130
46809;261080
50619;251062
54759;251062
56079;271011
59779;251041
62689;251032
62689;251020
62689;251039
62689;251041
62689;251027
3029;271005
3029;2510130
73319;271011
13269;251062
13269;2510117
74869;271011
37129;2510130
79609;271012
14749;2510135
51559;251025
51559;251041
51559;251033
78319;251018
78319;211114
78389;2510120
78389;2510121
78389;211114
78379;10100
5209;261043
8379;261036
8579;261043
9829;261085
9829;261014
9839;261043
10389;261043
15239;261085
15239;261028
17359;261043
17739;261043
18109;261014
18109;261084
19129;261036
19129;261084
22669;261088
22669;261043
22789;261043
22919;261043
22999;2510139
23079;261043
24429;261043
24649;261043
26649;261043
26759;261043
26929;261088
26979;261043
26979;261086
28499;261043
28809;261026
28809;261088
28809;261046
28809;261029
29539;261043
30509;261043
32419;261044
32419;261043
32639;261043
33229;261043
33579;261044
37069;261055
37069;261044
37659;261044
37659;261014
37659;261084
38089;261088
38089;261028
38089;261026
39949;261084
39949;261014
45179;261043
45809;261044
46449;261093
47759;261034
47759;261026
50849;261043
52199;261044
52199;261087
53429;261043
54849;261014
55349;261043
55889;261026
55889;261028
57079;261044
57399;261084
59799;261043
62799;261043
62809;261043
63099;261043
63099;261014
63099;261084
63729;261054
63729;261087
63739;261088
63739;261043
64469;261084
65019;261093
65019;261043
65749;261043
66499;261086
69709;261085
69749;261087
71759;261086
72989;261043
74999;261043
76439;261043
77999;261086
78679;261084
12439;261043
479;251005
439;271012
5929;20101
21319;221003
14269;221003
21459;20101
31049;10811
10519;20102
11009;211114
11009;251076
17789;271007
28409;20101
3279;211113
4499;10100
27899;10102
30239;10102
30929;10100
31309;10100
31399;211113
31799;10102
4829;2510132
4829;2510121
17659;221001
17659;221002
17859;221001
18679;221001
26549;261043
19139;221001
22149;20101
22419;221001
22419;221002
24439;251041
24439;211114
25389;251040
25389;251001
25389;251026
25389;251030
25389;251024
0;251037
0;251035
0;211114
37739;20101
37869;10809
39109;10809
40879;251041
40879;211114
44029;251059
44029;211114
46409;211114
46409;251041
54839;211114
54839;251041
55639;20103
55679;11201
59089;211114
59089;251058
60279;2510110
60279;261080
60279;211114
64619;251041
64619;211114
64619;261080
66599;20108
68189;251058
68189;211114
70049;211113
70429;20101
80209;261080
80209;211114
81299;251041
10089;211114
10089;2510112
14229;251041
14229;251086
15919;221003
15919;221001
15919;221002
30459;221003
39909;211114
39909;251001
41889;211113
44089;261080
44089;251041
44089;211114
44089;2510110
44089;2510112
44109;211114
44109;251041
49629;2510121
49629;271009
49629;2510132
61899;211114
61899;251001
67639;211114
67639;251001
69319;2510110
69319;2510112
69319;211114
75579;2510117
75999;211114
75999;251041
78739;211114
78739;2510112
81469;251001
81469;211114
81499;10809
84449;251041
84449;211114
34909;251041
46909;251001
52629;251041
68729;251041
68749;211114
70019;20106
73739;251026
73739;211114
73739;251018
73739;251020
73739;251040
73739;251029
76829;211114
76829;251041
3199;261043
9509;2510109
20749;251042
20749;211114
20749;251085
22229;221001
31649;251041
31649;211114
38429;251009
38429;211114
58719;211114
58719;251037
66199;2510111
66199;211114
68939;211114
68939;251001
74369;211114
74369;2510110
74369;2510112
80479;20101
83359;20101
20169;221003
20199;221003
11139;221003
11839;11302
38029;10811
41919;11304
55069;211113
62139;11303
62199;11304
63629;20101
68339;11301
77399;11301
77399;10427
15969;271005
15969;211114
31189;221001
31189;221002
37219;211114
37219;251041
37219;211113
38859;251041
38859;211114
38859;211113
38869;251001
38869;211114
42069;251041
42069;2510102
42769;10324
42769;11302
42769;20103
48179;251014
48179;11304
51209;251009
54639;20105
56039;211113
56039;271011
66849;10505
69109;211114
69109;251085
69889;211114
69889;211113
69889;2510110
69889;251041
71069;211113
71079;211113
72219;271004
72249;211113
72809;11205
72809;11203
72809;20104
78179;251041
78179;211114
78809;211113
78819;251041
78829;251041
78829;211114
64979;11301
77389;11302
17549;211114
17549;251090
17579;251090
37349;211114
37349;251041
48679;211114
48679;251041
48679;2510117
49519;2510117
52839;211112
69769;2510112
69769;211114
12059;221001
24449;251001
24449;211114
24969;221001
27239;251038
27239;251041
27239;251039
27239;251025
27239;211114
27239;2510117
27249;2510117
27249;251041
27249;211114
27249;251035
27249;251039
27249;251025
27249;251038
27269;251038
27269;211114
27269;251035
27269;251041
27269;2510117
31829;211114
31829;261080
32309;261055
33269;211114
33269;261080
33829;211114
33829;251001
34639;20101
34639;11302
34639;10428
36229;20101
36229;10814
36229;11301
36629;251032
36629;251039
36629;211114
36629;251025
36639;251026
36639;251030
36639;211114
36639;261044
36639;251040
36659;251040
36659;261044
36659;211114
36659;251030
36659;251026
37559;251009
37879;211114
37879;261080
38679;10808
38679;10811
38989;20101
39099;211114
39099;251041
39359;251001
39359;211114
39439;20101
41049;251041
41049;211114
41669;271013
42249;251001
42249;211114
43199;10408
43669;10811
43679;10809
46199;211114
46199;251040
46199;251039
46199;251029
46199;251026
46199;251001
46199;251025
47129;2510117
47209;261080
47209;211114
47209;251041
47229;20101
47269;261044
47269;211114
47269;251032
47269;251041
48609;2510117
49039;2510117
49239;251040
49239;251026
49239;251018
49239;251029
49239;251001
49239;211114
50269;211114
50269;251001
50869;261055
50869;211114
50869;251041
50889;261055
50889;211114
50889;251041
51139;251041
51149;10811
51569;261044
51779;251001
52429;11304
53439;211114
53439;251041
53789;261055
54179;10809
57519;251041
57519;211114
57639;261080
57639;211114
58039;261044
58659;251041
58659;211114
58659;261055
64689;261044
65919;211114
65919;2510116
65919;2510115
65929;2510110
67219;261055
68179;2510117
72019;251041
72019;211114
72019;261044
73759;271011
73789;261044
73789;251030
73789;251026
73789;251040
74609;271016
74609;11303
75469;211113
75639;2510117
76249;251001
76249;211114
77109;261044
79759;251001
79759;211114
80489;261055
82019;211114
82019;251097
83699;10811
6899;2510110
6899;2510139
6939;2510112
6939;211114
9669;261080
28479;221002
28479;221001
28489;221001
28489;221002
39429;10811
8999;20102
8999;11301
8999;10809
14549;221003
30549;11303
78479;211113
31429;251040
31429;251018
31429;251001
31429;251026
9499;221003
17729;211114
17729;251040
17729;251026
17729;251030
17729;251017
17729;251018
17729;251001
17729;251037
17729;10102
18449;20101
35109;251041
35109;211114
35109;251030
38649;251001
38649;211114
45189;251097
45189;211114
47339;10505
48929;251041
48929;211114
58369;211114
58369;251041
58369;211113
63689;251041
72899;211113
76049;251030
76049;251041
76049;211114
77499;261043
77589;261084
77599;261043
79409;20101
79679;20101
83939;211114
83939;251041
83959;20101
54679;251001
54679;211114
55899;251029
55899;251019
55899;211114
58109;251001
58109;211114
10719;221003
10719;221001
31999;251041
31999;211114
33729;251001
33729;211114
37669;211114
37669;251041
39549;10811
39709;10809
43059;251001
43059;211114
43759;10809
43829;10809
47399;2510111
55599;251009
56369;10810
77379;20103
77379;11203
49739;211114
49739;251041
49769;251041
49769;211114
50329;10811
63209;2510121
63209;211114
63209;271009
63219;211114
63219;271009
64799;211114
64799;2510115
64799;2510110
74739;211113
76959;10809
80719;10811
82519;211113
67329;251041
67329;211114
81079;211113
2399;10100
2409;10100
2459;10100
5379;10100
7689;10100
7969;10100
15779;10100
15789;10100
32299;10100
33049;10100
33879;10100
35859;10100
36269;10100
36349;10100
36359;10100
36369;10100
36559;10100
36619;10100
37169;10102
37299;10104
37699;10100
38209;10100
38259;10100
38269;10100
38809;10100
39309;10100
39579;10100
41009;10100
41519;10100
41869;10100
42059;10100
42309;10100
42839;10100
44379;211113
45629;10105
46339;10100
46689;10100
46849;10100
47319;10100
47859;10104
48669;10100
48779;10100
48919;10100
49469;10100
49709;10100
49779;10100
49799;10100
49829;10100
50109;211113
51759;10100
52929;10100
53349;10105
53389;10105
53459;10100
55179;10100
55239;10100
55339;10100
56789;10105
58379;10105
60079;10102
60659;10100
60669;10100
62419;10100
63329;10100
63349;10100
64269;10100
65129;10100
65809;10100
68659;10109
68679;10109
70069;10109
70939;10100
71649;10105
71979;10104
72199;10102
75699;10102
75749;10100
75769;10100
76639;10100
78519;10105
78799;10100
79539;10100
79569;10100
79729;10100
81689;10100
81829;10100
81999;10100
82029;10100
82239;10100
82559;10100
83079;10109
83549;10100
83819;10100
16869;221002
16869;221001
20309;221003
28649;221003
28649;221001
9389;221002
18779;261080
28299;10811
16819;251077
18959;221001
18959;221003
19879;251053
19879;251019
19879;251033
19879;251025
19879;211114
19909;211114
19909;251051
19989;251053
19989;211114
19989;251039
19989;251033
19989;251025
9359;10100
32509;10100
44459;10100
75389;10100
1999;271016
1999;11301
1999;261055
1999;251046
1999;251001
3109;261015
3109;261014
4599;271012
13569;261055
13569;251001
13569;211114
13589;10802
13589;11301
13589;20102
14499;251001
14499;211114
34229;10324
34229;11301
34229;20102
34239;261055
36129;211113
36129;271012
40269;211114
40409;11303
40409;211112
42979;211114
45859;211114
48019;251001
50079;261043
52579;211114
52689;251075
52689;251001
52999;211114
53229;20101
53969;251001
53969;211114
63919;261043
66039;261055
66149;211114
67889;211114
73559;20101
73639;251088
74069;10811
74069;20105
74079;261055
76229;261055
77039;211113
78099;211114
80309;20101
80419;20101
80439;211113
80739;10811
80949;10424
80949;20105
81129;211114
81329;211113
81539;211114
83249;211114
969;251001
2779;251001
2779;251066
4249;251055
4249;251062
4669;251062
4669;251001
4669;261055
4669;211114
6409;221001
8529;10100
8529;271012
10299;211114
10299;251001
10479;221002
28919;10101010
29959;271009
9699;221003
20539;261055
22219;221001
22219;221002
24329;20101
30379;20101
42669;211114
13259;211114
13259;251001
13559;221004
13839;271012
19959;251040
19959;251001
19959;2510110
19959;251026
19969;20101
19999;251001
19999;211114
20769;251035
20769;251030
21699;221003
24249;251088
27569;2510117
27569;251062
27569;251001
27569;211114
30849;221003
32729;211114
32829;211114
14839;221001
35819;271012
38689;211114
10469;10102
33149;10104
35679;10100
36119;10102
36529;10100
37789;10100
41599;10100
42349;10100
47809;10109
48659;10100
53119;10100
55649;10100
56909;10105
60329;10109
61949;10100
65149;10104
66949;10100
70259;10100
70609;10100
73489;10104
75199;10100
77919;211113
78089;10100
80809;10100
80929;10100
81339;10100
81799;10100
82709;10104
83179;10100
83189;10100
8279;2510121
8329;2510121
27409;20101
65969;10105
36179;251001
42699;211114
46299;20102
46299;11301
47289;251041
25409;251001
25429;251001
29629;2510139
43459;251026
43459;251040
43459;251020
43459;251018
43459;251024
43459;251035
43459;251001
43459;251029
48149;11303
69929;211113
69929;211114
69929;10100
23399;221001
8179;221001
13079;221001
22829;211113
22829;10815
22829;10811
22829;20102
31679;10811
31679;211113
31759;10811
32269;10811
33299;211114
36689;211113
36689;10811
62269;211114
32849;10100
53129;10100
77519;10100
84059;10100
19929;211113
19929;20102
19929;10811
59759;211114
45259;251041
80239;211114
65399;211114
7349;221004
7349;221002
17369;221001
35319;2510130
78209;10100
23659;251018
23659;251026
23659;211114
23659;251001
26789;221001
26799;221003
26799;221002
28059;221002
28059;221003
28079;221001
35929;211114
46569;211114
47589;211114
53929;211114
80779;251041
80779;211114
80779;2510117
80969;251020
80969;211114
80969;251031
80969;251001
80969;251018
80969;251026
80969;251040
80969;251037
80969;251029
82429;10100
38069;10809
29489;2510121
16349;251088
47089;251026
47089;251040
47089;251029
47089;251001
47089;251018
54999;10100
56799;10105
84469;10104
5789;10100
26619;2510121
71809;251001
29579;251041
62329;251060
80759;261084
14189;221001
14189;221002
24469;221001
31199;221001
31199;221002
38519;251045
50369;211114
18659;2510121
18659;211114
48429;10100
30689;221002
30689;221003
30689;221001
25459;251001
26149;251001
56229;271013
56239;11302
32739;271012
32739;2510112
34689;251079
35939;251041
36339;271012
38149;2510120
38149;2510132
38359;251001
38359;251018
38359;251020
38699;251041
40819;251041
42129;2510102
42129;2510106
42129;251001
42659;251041
42969;251041
43149;251001
43379;251041
44519;251025
44519;251032
44519;251039
45869;251001
46559;251041
47599;251041
48739;251041
49909;251079
52599;251041
53009;251041
53019;2510121
53539;251001
53909;251041
53909;271009
59519;251041
59529;251041
60179;271012
60179;2510112
60589;251041
60949;2510132
62009;251041
62259;251041
62669;251041
62819;251041
63199;251041
63879;251001
64249;271011
66479;2510110
67899;251079
68599;251041
74029;251041
75819;251041
75859;251001
75929;251001
76299;251066
76299;251001
76299;2510110
78119;251001
78269;251041
78429;251041
78959;2510112
80049;251041
80299;251041
81089;251041
81089;251088
81529;251041
81849;2510121
81849;271012
81849;251001
82119;251001
82489;251041
83259;251001
36999;211114
81659;10100
81659;211113
81659;211114
57189;221003
57189;221001
63939;221003
63939;221002
74779;221003
75179;221003
81229;221003
37979;221002
37979;221001
39689;221003
39689;221001
41779;221003
41779;221001
41779;221002
42529;10101010
44219;221002
44219;221003
44219;221001
44299;221002
44299;221001
47539;221001
47539;221002
51969;211114
51969;10100
51979;221002
52829;221002
54079;221002
54079;221003
54109;221001
58899;221003
58899;221001
58899;221002
61479;221001
61479;221003
61479;221002
63789;221003
46679;221001
46679;221003
65869;221003
69459;10806
69809;221003
69809;221002
69809;221001
70469;221003
70679;221003
70709;221003
70709;221001
70709;221002
75479;221001
76059;221002
79369;10505
82259;10902
82329;10811
83099;211114
83099;10100
68979;10100
10109;10102
11499;10101010
27909;221001
27909;221003
27909;221002
629;251005
12959;221002
12959;221001
10449;10309
12099;211114
12099;251051
12109;10811
16259;10308
16269;221001
16269;221002
7379;251053
7379;251064
7619;10428
7619;11301
11949;10811
15959;11303
15979;271005
27309;20101
27609;10101010
29729;10316
30219;10301
32429;211114
32439;10304
33169;2510102
33199;10301
38039;261055
38059;261044
13629;221002
13629;221001
9999;10102
10429;10100
11079;10100
11199;10104
25999;10102
32249;10102
31789;211113
31769;211113
31769;20102
31769;11301
18479;10100
45359;251041
36249;261085
37059;261088
83509;251054
83509;251059
83509;251002
